,index,approveDate,commentBody,commentID,commentSequence,commentTitle,commentType,createDate,depth,editorsSelection,isAnonymous,parentID,parentUserDisplayName,permID,picURL,recommendations,recommendedFlag,replies,replyCount,status,trusted,updateDate,userDisplayName,userID,userLocation,userTitle,userURL
0,0,1575513530,"Long, long past time to tear down this awful Fisher/now Geffen Hall, which has sucked up hundreds of millions of dollars and still can't be put right: the basic design was a failure. When I go to Pittsburgh and hear their symphony orchestra play in Heinz Hall (an old movie palace) I am reminded of the fact that many cities--albeit mostly in Europe--have wonderful halls built without repeat visits from acousticians.  Replace Geffen with a slightly smaller hall built in traditional horseshoe shape out of wood and other traditional materials, just copy one of the old European ones. It would be a lot cheaper in the end, and something else smaller could be added to the site, maybe a small recital hall.",103965727,103965727,<br\//>,comment,1575479251,1,False,False,,,103965727,,3,0,[],0,approved,0,1591044844,Sidewalk Sam,60027940,"New York, NY",NULL,NULL
1,1,1575499019,"Actually, the 1976 renovation by the famous acoustician Cyril Harris made a huge improvement in the sound quality of Philharmonic Hall (rechristened Avery Fisher in 1973) and Geffen is now quite good -- though everyone has their own opinion on that, I suppose. The 1976 aesthetic upgrades were handled by architect Philip Johnson... no slouch! I am on board with all the improvements slated for the areas outside the concert hall, but I think the acoustics of the hall itself should be left alone. In fact, the architectural rendering shown in this article appears to harken back somewhat to the pre-76 design, so I'm guessing the sound quality would be worse, not better. Re moving the stage forward, like at Mostly Mozart, yes to that! But only that, please.",103973696,103973696,<br\//>,comment,1575499018,1,False,False,,,103973696,,0,0,[],0,approved,0,1575499019,Freedean,57874409,Manhattan,NULL,NULL
2,2,1575490502,"A bit of history. The original configuration of the hall was meant to be ""tuned"" by the architects (perhaps many times). Comments by George Szell resulted in the powers that were to fire the architects. All subsequent renovations did not solve the problem. It is a shame the original architects were not given the opportunity to do what they originally planned to do. After all, Szell might have been a great conductor but they should have left the acoustical problems to the original architects, at least giving them a chance.

So will this renovation actually work. I have no doubt many things will be improved. (How could you not improve the amenities?) But as for the acoustics, I have to admit having my doubts. I certainly hope so, but I intend to just wait and see. And pray that it works.",103970278,103970278,<br\//>,comment,1575490501,1,False,False,,,103970278,,2,0,[],0,approved,0,1575496837,Paul Madura,48724431,Yonkers NY,NULL,NULL
3,3,1575483098,"""You have to lean in and pay attention, which requires feeling at ease.""

Unfortunately, many people think that means lean ""forward,"" and they unintentionally block the view of the stage for everyone behind them!",103967389,103967389,<br\//>,comment,1575483097,1,False,False,,,103967389,,5,0,[],0,approved,0,1575569613,MJ,1931421,Northern California,NULL,NULL
4,4,1575482013,"The Holland Performing Arts Center, here in Omaha, has unbelievably good acoustics. It was built in 2005, designed by HDR, with acoustics by Kirkegaard Associates. The interior of the Holland looks a lot like the picture of the proposed design for Geffen Hall.",103966880,103966880,<br\//>,comment,1575482013,1,False,False,,,103966880,,0,0,[],0,approved,0,1575482013,PDP,1975988,Omaha,NULL,NULL
5,5,1575481207,"The “much-invoked deficiency of the hall’s acoustics” has NOT been exaggerated. If you had worked as an usher at Geffen Hall for 4 years as I did and could listen the same concert program 4 times from different seats of the house, you would be shocked at the difference in sound. It helped that I was studying music back then and had a trained ear. Mid boxes in the 2nd tier have the best sound. Rear orchestra seats have the worst one.",103966513,103966513,<br\//>,comment,1575481206,1,False,False,,,103966513,,6,0,"[{'commentID': 103975738, 'status': 'approved', 'commentSequence': 103975738, 'userID': 57874409, 'userDisplayName': 'Freedean', 'userLocation': 'Manhattan', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Ricardo I agree with your assessment that the mid boxes in the 2nd tier have the best sound in the typical NY Philharmonic configuration. World-class, in my opinion. The orchestra level seats near the sides are better than dead center -- more ambiance due to the reflected sound from the walls. On-stage is great for Mostly Mozart. So, in summary, the cheaper seats are often the better ones acoustically at Geffen. But anywhere you sit, there is an overall clarity that many halls lack.', 'createDate': '1575504354', 'updateDate': '1575504355', 'approveDate': '1575504355', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103966513, 'parentUserDisplayName': 'Ricardo', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '103975738', 'isAnonymous': False}]",1,approved,0,1575928988,Ricardo,11967364,Manhattan,NULL,NULL
6,6,1575480817,"But it's still a very static, nonyielding set up. 

Nothing in the plans or news reports suggests that the stage is modulable or adaptable, ie, flexible to accommodate different media or performance configurations (operas, dancers, films, projections, or whatever new technology will bring in the second half of the 21st century).

They're betting the house on moving the stage 25 feet into the hall. They've been doing that since 2005 for the Mostly Mozart festival. So what is the verdict after 14 years of experience? Obviously not overwhelming or transformative, because no critic ever writes about it.",103966344,103966344,<br\//>,comment,1575480816,1,False,False,,,103966344,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/avatars/cropped-686e133f6319a71eb79003167369aba84b11492d30245d36269ae01eb24d9d65.jpg,0,0,[],0,approved,0,1575480817,Ego,66208074,Hic,NULL,NULL
7,7,1575477606,"To my ear, the acoustics in Avery FIsher are wildly variable, dependent wholly on where you sit.  A few rows or boxes in one direction can completely change your experience.  The unusual thing about Carnegie is the warmth of the sound in spite of the large size of the hall (though it’s not as good as before the 2003 renovation).  Classical or any other kind of acoustic music needs intimacy, in sound & in atmosphere, and that's a challenge in a 2000 seat hall.",103965032,103965032,<br\//>,comment,1575477606,1,False,False,,,103965032,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/avatars/cropped-4de954e1004b011042445acd103db255c15c03fdbbc4f62daef852e37a3cdfbd.jpg,4,0,"[{'commentID': 103975176, 'status': 'approved', 'commentSequence': 103975176, 'userID': 57874409, 'userDisplayName': 'Freedean', 'userLocation': 'Manhattan', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Martin I agree that the Carnegie renovation/restoration downgraded the sound there. Some of the chocolaty warmth was lost.', 'createDate': '1575502945', 'updateDate': '1575565137', 'approveDate': '1575502946', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103965032, 'parentUserDisplayName': 'Martin', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '103975176', 'isAnonymous': False}]",1,approved,0,1575929397,Martin,11681479,New York,NULL,NULL
8,8,1575477139,"I was always disconerted at how variable the acoustic experience could be at the old hall.  Even ten rows further back in the orchestra could make an enormous difference in the quality of the sound.

In contrast, I was awed, and (loyal ex-New Yorker that I am) a little humiliated by the  the gorgeous Kimmel Hall in Philadelphia.  Even in one of the cheapest seats, almost plastered to the ceiling, I could hear every note and nuance in a solo piano recital.

Agreed: audiences react positively to a positive experience! and that goes beyond the auditory.  Perhaps that will encourage people to participate in making the experience positive by courtesies such as not talking through the music (this is getting even worse recently) and maybe even dressing as if for a special occasion - which Maestro van Zweden's conducting truly is.",103964840,103964840,<br\//>,comment,1575477138,1,False,False,,,103964840,,3,0,[],0,approved,0,1575585759,Jane,71926006,New Jersey,NULL,NULL
9,9,1575477034,"I attended a concert at Disney Hall in LA a few years back and no doubt, it is far more architecturally bold than Geffen Hall. However, it was not impressed with the acoustics (at least from a lower balcony seat). Views were good but the sound was brass-heavy, which overshadowed the strings. While the look of the proposed Geffen Hall renovation is impressive, I'm not convinced that the acoustics will be better. Acoustics is a very tricky science and relatively few have been superb. For every Symphony Hall in Boston, there was an Academy of Music in Philadelphia (which was beautiful to look at, but ghastly to hear).",103964805,103964805,<br\//>,comment,1575477033,1,False,False,,,103964805,,0,0,"[{'commentID': 103969631, 'status': 'approved', 'commentSequence': 103969631, 'userID': 48724431, 'userDisplayName': 'Paul Madura', 'userLocation': 'Yonkers NY', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@MAC123 Perhaps the conductor at the concert you attended did not balance the orchestra correctly. I can certainly tell difference in how conductors balance the orchestra from my [identical] seat I subscribe to in Third Tier left front.', 'createDate': '1575488951', 'updateDate': '1575488952', 'approveDate': '1575488952', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103964805, 'parentUserDisplayName': 'MAC123', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '103969631', 'isAnonymous': False}]",1,approved,0,1575477034,MAC123,30198861,"New York, NY",NULL,NULL
