,index,approveDate,commentBody,commentID,commentSequence,commentTitle,commentType,createDate,depth,editorsSelection,isAnonymous,parentID,parentUserDisplayName,permID,picURL,recommendations,recommendedFlag,replies,replyCount,status,trusted,updateDate,userDisplayName,userID,userLocation,userTitle,userURL
0,0,1575397349,"These felons would be in jail tonight if they linked the security cameras to the local police departments. Crimes like this would be a thing of the past. Couple this with facial recognition technology and these guys are doing 10-20 in state prison. What's not to like? Oh, wait the ""woke"" crowd says it's too intrusive, too Orwellian. Not for me. I just want the crime problem in my city addressed. Does anyone in their right mind think the status quo vague descriptions of suspects by eyewitnesses is better? (""White male, late 50s, brown hair, wearing jeans hauling a 300-pound atm-- be on the lookout"" or ""black teen, dark complexion, wearing a hoodie hauling a 300-pound atm -- be on the lookout."") The irony is academics, criminal justice skeptics and yes leftist fanatics have written, debated, and screamed ad nauseam about flaws in eye-witness testimony. Yet now an A.I. solution is deemed ""problematic."" Really? Worst case scenario facial recognition systems have succeeded in partly automating what human witnesses do. These mechanized comparison systems exhibit occasional errors. But guess what? People, whose testimony is well known to be unreliable, and it is not clear that it's any better than the dreaded machines. The point is that facial recognition is as likely or more to be accurate as traditional methods based on human identification that have been used for centuries to finger criminal suspects. These bozos should be behind bars. We can do better than this. Can't we?",103928693,103928693,<br\//>,comment,1575313605,1,False,False,,,103928693,,20,0,"[{'commentID': 103931904, 'status': 'approved', 'commentSequence': 103931904, 'userID': 6296220, 'userDisplayName': 'Jed Rothwell', 'userLocation': 'Atlanta, GA', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Bill Brown As you see in the photos, they cover their faces. So, facial recognition is out.', 'createDate': '1575326044', 'updateDate': '1576704416', 'approveDate': '1575327148', 'recommendations': 36, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103928693, 'parentUserDisplayName': 'Bill Brown', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '103931904', 'isAnonymous': False}]",1,approved,0,1575831526,Bill Brown,71576020,California,NULL,NULL
1,1,1575397222,Remember Breaking Bad?,103942327,103942327,<br\//>,comment,1575386161,1,False,False,,,103942327,,8,0,[],0,approved,0,1575814708,Someone,85290427,Somewhere,NULL,NULL
2,2,1575378705,"I detest theft of any sort, be it a ATM or a package left on a front porch. What is missing is a value system in certain segments of society.",103937175,103937175,<br\//>,comment,1575369107,1,False,False,,,103937175,,8,0,[],0,approved,0,1575811875,Tony,67250591,"Truro, MA.",NULL,NULL
3,3,1575340106,"We lost trillion dollars during the 2008 meltdown, mortgage, banks causing it,  I wonder what punishment you get if you are bank, wall street banker that steals money, over charges etc in Texas, Ny? Home detention for a week? Lol
Anyone went to jail for causing, stealing in 2008?",103934470,103934470,<br\//>,comment,1575339150,1,False,False,,,103934470,,47,0,[],0,approved,0,1575868674,Geronimo,69239020,Los angeles,NULL,NULL
4,4,1575331040,"Three men, $39,000; $13,000 per man; three months, $4,333 per month per man.  Not Topkapi sized scores, to be sure, but a living wage.",103932967,103932967,<br\//>,comment,1575331039,1,False,False,,,103932967,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/avatars/cropped-71414685e23e8f0f09e13bc0d37fbb2d466bfb5786555fa03399d8ce92843cc1.jpg,20,0,[],0,approved,0,1575841107,michaelscody,68012861,Niagara Falls NY,NULL,NULL
5,5,1575330436,to big for small work and to small for big work,103932657,103932657,<br\//>,comment,1575329427,1,False,False,,,103932657,,4,0,[],0,approved,0,1575732412,pedro,59973170,Carmel,NULL,NULL
6,6,1575329788,The only solution is some sort of rocket system to go on when the machine is being attacked.  The ATM could the take off and after a safe ways away a parachute could be deployed to land safely in my back yard.,103932550,103932550,<br\//>,comment,1575328984,1,False,False,,,103932550,,34,0,[],0,approved,0,1575857331,scott t,79237310,Bend Oregon,NULL,NULL
7,7,1575329626,Willie Sutton they ain’t.,103932103,103932103,<br\//>,comment,1575326981,1,False,False,,,103932103,,1,0,"[{'commentID': 103936512, 'status': 'approved', 'commentSequence': 103936512, 'userID': 23255351, 'userDisplayName': 'Lynn in DC', 'userLocation': 'Here, there, everywhere', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""@Lost in Space\nSutton said go where the money is and that's what these guys did."", 'createDate': '1575355056', 'updateDate': '1575732109', 'approveDate': '1575356348', 'recommendations': 9, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103932103, 'parentUserDisplayName': 'Lost in Space', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '103936512', 'isAnonymous': False}, {'commentID': 103944949, 'status': 'approved', 'commentSequence': 103944949, 'userID': 32887275, 'userDisplayName': 'Lost in Space', 'userLocation': 'Champaign, IL', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Lynn in DC \n\nThey didn’t make off with two million smackers, is what I meant.', 'createDate': '1575392075', 'updateDate': '1575744852', 'approveDate': '1575397226', 'recommendations': 2, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103936512, 'parentUserDisplayName': 'Lost in Space', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '103944949', 'isAnonymous': False}]",2,approved,0,1575425823,Lost in Space,32887275,"Champaign, IL",NULL,NULL
8,8,1575329510,"40 grand? They're gonna be spending more on chiropractors, massages, and meds after this. Definitely not the sharpest tools in the shed are they? And in spite of that the cops can't catch them. What does that say about the police - besides them being the largest waste of money in running a town there is?",103932145,103932145,<br\//>,comment,1575327205,1,False,False,,,103932145,,9,0,"[{'commentID': 103935565, 'status': 'approved', 'commentSequence': 103935565, 'userID': 76802110, 'userDisplayName': 'J', 'userLocation': '21228', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Anton menthol?', 'createDate': '1575345637', 'updateDate': '1575375955', 'approveDate': '1575346963', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103933056, 'parentUserDisplayName': 'Sparky', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '103935565', 'isAnonymous': False}]",1,approved,0,1575811942,Sparky,73064640,Earth,NULL,NULL
9,9,1575329493,"Here in Singapore, we have no such problems. Get caught stealing $39K? Face the prospect of 10-15 strokes of the cane. Makes the Tombs or Rikers look like a day at the beach.",103932163,103932163,<br\//>,comment,1575327274,1,False,False,,,103932163,,12,0,"[{'commentID': 103934711, 'status': 'approved', 'commentSequence': 103934711, 'userID': 100170128, 'userDisplayName': 'Philip', 'userLocation': 'Minneapolis', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@John meanwhile the bankers steal millions and serve no time at all', 'createDate': '1575340699', 'updateDate': '1575811966', 'approveDate': '1575346604', 'recommendations': 26, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103932163, 'parentUserDisplayName': 'John', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '103934711', 'isAnonymous': False}]",1,approved,0,1575845401,John,16150779,Georgia,NULL,NULL
