,index,approveDate,commentBody,commentID,commentSequence,commentTitle,commentType,createDate,depth,editorsSelection,isAnonymous,parentID,parentUserDisplayName,permID,picURL,recommendations,recommendedFlag,replies,replyCount,status,trusted,updateDate,userDisplayName,userID,userLocation,userTitle,userURL
0,0,1589302652,"Sorry, but the pictures are not of the same place. If you can't see the obvious differences, such as the proportional size between towers in each picture, the lack of buildings in front of r/h building in r/h photo, whereas they are in abundance in the other. I won't say anything  else only this, "" experience working with military aerial photography interpretation.""

Sorry",107004475,107004475,<br\//>,comment,1589293529,1,False,False,,,107004475,,0,0,[],0,approved,0,1589302652,Michael,126903257,Mexico,NULL,NULL
1,1,1575628595,"Outstanding an innovative journalism! 

Keep it up!",103996643,103996643,<br\//>,comment,1575582227,1,False,False,,,103996643,,0,0,[],0,approved,0,1575628595,Chuck,81560894,CA,NULL,NULL
2,2,1575455857,Excellent work by your reporters.,103946906,103946906,<br\//>,comment,1575396304,1,False,False,,,103946906,,1,0,[],0,approved,0,1575565825,Frank Lysy,65446116,"Washington, DC",NULL,NULL
3,3,1575336073,"Putin is no joke. As a dictator, he is as menacing and murderous as Stalin. That – ANY – POTUS     (Trump) treats him with normalcy is anathema to civil society.",103933300,103933300,<br\//>,comment,1575332812,1,False,False,,,103933300,,5,0,[],0,approved,0,1576146780,ndv,79584413,California,NULL,NULL
4,4,1575326092,"No matter what terrorist or political faction was bombed.  No matter what country or political faction did the bombing.  That poor kid on the motorcycle is in shock.  Daily, I think of people living in camps or in forever war.",103931624,103931624,<br\//>,comment,1575324732,1,False,False,,,103931624,,0,0,[],0,approved,0,1575326092,jay,22149819,taos,NULL,NULL
5,5,1575315564,It would be useful to let the readers know that these events took place in alQaeda controlled areas in Northwestern Syria. The numbers of alQaeda led terrorists in that area are estimated to be near a hundred thousand terrorists controlling a population of less than three million. What Russia may or may not have caused in terms of collateral killings should be put in perspective compared to the much higher collateral killings and infrastructure destruction by the US and Nato  alliance when liberating Raqaa and Mosul and dozens of other towns from ISIS.,103922278,103922278,<br\//>,comment,1575290448,1,False,False,,,103922278,,4,0,"[{'commentID': 104358927, 'status': 'approved', 'commentSequence': 104358927, 'userID': 76565535, 'userDisplayName': 'Ryan Alt', 'userLocation': 'Ventura Ca', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""@Joseph According to what I've seen, the Russian air force completely destroyed the city of Aleppo (one of the oldest cities on Earth).  The war was much more intense at that time, so maybe it was justified."", 'createDate': '1577692150', 'updateDate': '1577743516', 'approveDate': '1577743516', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103922278, 'parentUserDisplayName': 'Joseph', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '104358927', 'isAnonymous': False}]",1,approved,0,1575565765,Joseph,89165499,Paris,NULL,NULL
6,6,1575315564,"I found out about Russian civilian aerial bombing attacks in Syria a couple weeks ago- via CatsofTwitter, as a non-political cat sanctuary was followed by a Syrian reporter and I started to follow the reporter. Thanks for being my second and only official news coverage of these war crimes. (To be fair I will re-up my NYT subscription to pay you for reporting!)",103923779,103923779,<br\//>,comment,1575296919,1,False,False,,,103923779,,0,0,[],0,approved,0,1575315564,Jennifer Hunt,74034406,NC,NULL,NULL
7,7,1575315564,Thank you for reporting on this. I understand  that civilian-targeted bombing continues in Idlib- please continue reporting!,103927602,103927602,<br\//>,comment,1575309797,1,False,False,,,103927602,,3,0,[],0,approved,0,1576146831,Jennifer,74034406,NC,NULL,NULL
8,8,1575230943,"It's unfortunate that the WH is currently tied up with investigating Hunter Biden, and can't respond to any suggestions that Vlad did anything corrupt.  After all, he denied it in a STRONG and POWERFUL way.",103911207,103911207,<br\//>,comment,1575203154,1,False,False,,,103911207,,2,0,[],0,approved,0,1575388491,Bob,89241044,Canada,NULL,NULL
9,9,1575230943,Finally.  We need more coverage of Russian behavior.  The war in Ukraine is also being ignored by the press.  Why?  This is a  serious indictment of the Trump/Putin/Erdogon alliance.,103914964,103914964,<br\//>,comment,1575219799,1,False,False,,,103914964,,16,0,"[{'commentID': 103936650, 'status': 'approved', 'commentSequence': 103936650, 'userID': 81929876, 'userDisplayName': 'sianka', 'userLocation': 'russia', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Patricia Hollander youtube - Patrick Lancaster or Graham Phillips', 'createDate': '1575357300', 'updateDate': '1575455866', 'approveDate': '1575455866', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103914964, 'parentUserDisplayName': 'Patricia Hollander', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '103936650', 'isAnonymous': False}]",1,approved,0,1576146848,Patricia Hollander,68583269,"Queens, NY",NULL,NULL
