,index,approveDate,commentBody,commentID,commentSequence,commentTitle,commentType,createDate,depth,editorsSelection,isAnonymous,parentID,parentUserDisplayName,permID,picURL,recommendations,recommendedFlag,replies,replyCount,status,trusted,updateDate,userDisplayName,userID,userLocation,userTitle,userURL
0,0,1575578216,Anything with a kitten on it and I send them money.,103988303,103988303,<br\//>,comment,1575560565,1,False,False,,,103988303,,1,0,[],0,approved,0,1575586875,John,65417924,Port of Spain,NULL,NULL
1,1,1575570148,"There is so much distrust of charitable organizations and family foundations because of revelations about exorbitant salaries, perks, and misuse of funds. Our President of course is a perfect exemplar of this. I also remember the revelations about United Way and Red Cross in particular. I remember being compelled to donate a portion of my low salary to UnitedWay, and I deeply resented it. 
These are some of the reasons so many people prefer to donate via crowd funding to help individuals with specific needs like medical bills.",103992120,103992120,<br\//>,comment,1575570147,1,False,False,,,103992120,,1,0,[],0,approved,0,1575577451,Enlynn Rock,75292668,Winchester,NULL,NULL
2,2,1575559864,"I have been a longtime donor to St. Jude’s Hospital. I always wondered why they spent so much money constantly sending fancy solicitations to me every month. I feel some of that money can be saved by sending mailings to get new donors, not someone whom they can depend on.

And then over Thanksgiving my daughter revealed to me that the St. Jude’s CEO makes $6.7 million dollars! Why? There is no doubt in my mind that there are many talented and hard working men and women who would do the job for even less than $1 million yearly plus expenses. The millions in savings can go to help even more children and their families.",103987983,103987983,<br\//>,comment,1575559863,1,False,False,,,103987983,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/avatars/cropped-c9593cecdc0609a0c02b50d4f2db0e8d17021713cf1b463d92acf1ec75c61790.jpg,12,0,"[{'commentID': 103991071, 'status': 'approved', 'commentSequence': 103991071, 'userID': 4683986, 'userDisplayName': 'Sam McFarland', 'userLocation': 'Bowling Green, KY', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@LT Somehow the myth has grown in our society that CEOs must possess a very rare talent to be successful, and this has propelled their outrageous salaries at the expense of their workers and, in the case of charities, at the expense of their causes. Yes, CEOs need to be thoughtful, have a vision of the future, good at making sound decisions and eliciting support. But there are lots of people on our society who could be successful CEOs. Being a CEO does not require a talent as rare as that of an athletic star such as Michael Jordon in basketball or Tom Brady in football. It is so harmful to our society that many have come to believe that it does.', 'createDate': '1575567049', 'updateDate': '1575676339', 'approveDate': '1575567056', 'recommendations': 6, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103987983, 'parentUserDisplayName': 'LT', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '103991071', 'isAnonymous': False}]",1,approved,0,1577543690,LT,4194973,"New York, NY",NULL,NULL
3,3,1575553981,"I have been able to give some of my charity dollars to a different intermediary than an organization.  A minister friend mentioned one day a nurse whose feet were suffering because could not afford the work shoes she needed.  I gave my friend the money for those shoes and she passed it on.  Since then I've been able to ""adopt"" two families whose stories were told to me, one by a nun and the other by a volunteer doctor at a Native American clinic.  

I am able to send the minister and the families money each month.  It's not a great amount but I know it means more to them.  Sometimes I learn how the donation was spent (e.g. taking a grandmother Christmas shopping).   

I've known each of my sources (minister, nun and doctor) and the work they're doing well and for a long time.  I do contribute to some charitable organizations, but I know that 100% of these special dollars is reaching their targets and probably meeting needs that no formal organization would.",103985345,103985345,<br\//>,comment,1575553979,1,False,False,,,103985345,,4,0,[],0,approved,0,1575676372,Mary Anne Johnson,77082319,Crown Point,NULL,NULL
4,4,1575494295,"I no longer give to non-profits or ""charities"" except for token donations like $1 in the Salvation Army bucket. Instead I donate my time, or help fund a project that someone I know is doing. That way I know EXACTLY how my donation is being used.

I used to work at a non-profit substance abuse treatment agency. They had a welfare to work program in which they trained people on welfare to be substance abuse counselors for their programs. The house of cards fell down when employees blew the whistle on the fact they would then fire the new hires to hire more people from the welfare to work program. There is no way to know for sure how your money is being used.",103971730,103971730,<br\//>,comment,1575494294,1,False,False,,,103971730,,6,0,"[{'commentID': 103984340, 'status': 'approved', 'commentSequence': 103984340, 'userID': 4683986, 'userDisplayName': 'Sam McFarland', 'userLocation': 'Bowling Green, KY', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""@Anne You should still give money to worthy causes. There are plenty of them. They're not hard to find if you really want to."", 'createDate': '1575551476', 'updateDate': '1582176930', 'approveDate': '1575554612', 'recommendations': 4, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103971730, 'parentUserDisplayName': 'Anne', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '103984340', 'isAnonymous': False}]",1,approved,0,1575603638,Anne,80101330,San Rafael,NULL,NULL
5,5,1575493770,"I admit, I find it very hard to donate to organizations where senior executives are making millions in compensation.

For example United Way's CEO makes over $1 million per year.  The CEO of Save the Children makes almost $500k. The CEO of Feeding America makes $800k.

I don't begrudge these executives their compensation, and I am sure many of them are worth it in the total amount of donations they bring into their organizations.  But do they really need my $250?",103971536,103971536,<br\//>,comment,1575493769,1,False,False,,,103971536,,13,0,"[{'commentID': 103977136, 'status': 'approved', 'commentSequence': 103977136, 'userID': 89429947, 'userDisplayName': 'Davy_G', 'userLocation': 'N 40, W 105', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@A New Yorker - The claim is made that they need to pay the high salaries to attract the dazzling best talent, but I have to wonder whether the million-dollar CEO (corporation or nonprofit) can really accomplish as much as four drudges each willing to scrape by on $250,000.', 'createDate': '1575508486', 'updateDate': '1587051817', 'approveDate': '1575508486', 'recommendations': 15, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103971536, 'parentUserDisplayName': 'A New Yorker', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '103977136', 'isAnonymous': False}, {'commentID': 103989044, 'status': 'approved', 'commentSequence': 103989044, 'userID': 9077577, 'userDisplayName': 'mdieri', 'userLocation': 'Boston', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@A New Yorker Exactly! Obscenely high salaries based on private sector CEOs are a waste of money that should go to programs.  I stopped donating to one charity after they threw a $50,000 party for themselves to celebrate 10 years since founding. More than I could give in a lifetime. And don\'t give to United Way - they only care about getting big donations from corporations, their ""bundlers.""', 'createDate': '1575562216', 'updateDate': '1575613252', 'approveDate': '1575563976', 'recommendations': 3, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103971536, 'parentUserDisplayName': 'A New Yorker', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '103989044', 'isAnonymous': False}]",2,approved,0,1575603643,A New Yorker,82966737,New York,NULL,NULL
6,6,1575493730,"RE: Know What Your Dollar Buys...

No mention that one million dollars is good for an ambassadorship?",103971318,103971318,<br\//>,comment,1575493178,1,False,False,,,103971318,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/avatars/cropped-7bbdaa22d645ab6eed85b6ab394d60075379ce21cc66d5c0469e9ff76a71859c.jpg,9,0,[],0,approved,0,1577720142,Steve Williams,51667285,Calgary,NULL,NULL
7,7,1575493723,"I'm sad to see this piece here in the NYTimes. While being more impactful about development work and certainly caring about what impact your $$ make, it is also important to evaluate organisations that ORGs such as GiveWell recommend on the basis of what GiveWell knows about these organisations. One of the most recommended evidence-based organisations Evidence Action, for example, is grossly guilty of hogwash -read <a href=""http://bit.ly/2qkhMFo"" target=""_blank"">http://bit.ly/2qkhMFo</a>",103967395,103967395,<br\//>,comment,1575483109,1,False,False,,,103967395,,4,0,[],0,approved,0,1582176975,Anon,51312083,Global,NULL,NULL
8,8,1575493266,"I wish this article had explored a little deeper on the difference between Give Clean Water and Evidence Action.  I have a very strong hunch that the comparison is not apples to apples, and that one of the charities is not actually 100 times as efficient as the other.  

What, exactly, does it mean to supply a person with a year of potable water?  There is a big difference between purifying water that is already readily available at a site, and bringing water to the site (well, pipeline, or truck) in addition to treating it.  Trying to read between the lines on their websites, that seems to explain much of the difference in their apparent efficiency.",103971343,103971343,<br\//>,comment,1575493265,1,False,False,,,103971343,,15,0,"[{'commentID': 103972741, 'status': 'approved', 'commentSequence': 103972741, 'userID': 74292043, 'userDisplayName': 'mb', 'userLocation': 'San Francisco, CA', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Davy_G I have the same strong hunch.  \n\nGive Clean Water gives each family a water filter and trains them to use it and maintain it.  Evidence Action installs a chlorine dispenser at a local water source and keeps it filled.  \n\nI can see that the count of ""people provided with clean water for a year"" per dollar spent would be quite different -- but I don\'t see that the cheaper alternative is provably better for all circumstances, which is the claim.', 'createDate': '1575496709', 'updateDate': '1575677001', 'approveDate': '1575496710', 'recommendations': 12, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103971343, 'parentUserDisplayName': 'Davy_G', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '103972741', 'isAnonymous': False}]",1,approved,0,1575571111,Davy_G,89429947,"N 40, W 105",NULL,NULL
9,9,1575493092,"GiveWell is not well respected in the social sector as it has tended to favor friends of the founders and adhere a set of ideological principles that do not appear hold up in practice - i.e. there is an over-reliance on data without understanding the larger picture, context, or systems. They have also been resistant to feedback.

ImpactMatters on the other hand has a much better reputation even though it is a younger organization. It recognizes the complexities of the problems and the range of interventions needed. It also evaluates organizations as to whether they are learning organizations - and they too have been transparent about what they have learned.",103971286,103971286,<br\//>,comment,1575493091,1,False,False,,,103971286,,8,0,[],0,approved,0,1575614499,Kate D,61718111,USA,NULL,NULL
