,index,approveDate,commentBody,commentID,commentSequence,commentTitle,commentType,createDate,depth,editorsSelection,isAnonymous,parentID,parentUserDisplayName,permID,picURL,recommendations,recommendedFlag,replies,replyCount,status,trusted,updateDate,userDisplayName,userID,userLocation,userTitle,userURL
0,0,1575338671,"Revolution time? The 2nd Amendment was written for just that purpose. Weird we live in a country where the military can't protect the border from invasion, by law, but lefties keep talking about using it against citizens.
I don't mind the idea of fighting traitor-cops.",103933838,103933838,<br\//>,comment,1575335757,1,False,False,,,103933838,,1,0,[],0,approved,0,1577477612,Kurt,103173589,USA,NULL,NULL
1,1,1575338646,"This current Supreme Court will have blood on their hands when they allow restrictions on state rights to not have military style weapons accessible to wacko extremists groups like the white supremacists. The insanity of being able to buy these weapons at gun shows will continue until we decide our children deserve better parents, parents who can protect them.",103931723,103931723,<br\//>,comment,1575325178,1,False,False,,,103931723,,3,0,[],0,approved,0,1575391464,amrcitizen16,71822111,NV,NULL,NULL
2,2,1575336463,"The term "" inalienable "" ( rights ) is written  in French in the  Declaration of Independence ( paid for and won by France ...).
But where there is great confusion is that those inalienable rights (who cannot be transferred to someone else -it means-  no Quid pro quo....)  are not dependent to any constitution as many Americans tend to say or pretend , but they are afforded by God (we are not sure which one though...) .
Many Americans cannot even read the Declaration of Independence.",103933871,103933871,<br\//>,comment,1575335953,1,False,False,,,103933871,,1,0,[],0,approved,0,1575393001,JPH,77908724,USA,NULL,NULL
3,3,1575336462,"""Military Style"" weapons are still rifles, all day.
Some of the most deadly rifles are Bolt Action rifles, and, are accurate out to a mile.

Folks, anyone being killed in a mass shooting is tragic, however, there is to much emotions when it comes to guns.

Guns are tools that many don't use properly, and they should be held accountable for using the gun in the wrong way.

Alcohol has caused more deaths in DWI accidents than guns ever will kill.

If Alcohol was outlawed, it would stop all related deaths.

How a gun looks or functions should not be what decides if it is legal or not.

The military uses fully automatic weapons, which are outlawed for the everyday person, 

And remember, just because something is against the law, it doesn't stop existing , and we all know how prohibition went, right.",103933215,103933215,<br\//>,comment,1575332327,1,False,False,,,103933215,,1,0,[],0,approved,0,1575393019,JohnL,103169557,NY,NULL,NULL
4,4,1575331481,Expect nothing from Trump's Court. The coury will need packing to extricate us from this oligarchic takeover.,103928298,103928298,<br\//>,comment,1575312166,1,False,False,,,103928298,,1,0,[],0,approved,0,1575390885,MBurr,13749563,CT,NULL,NULL
5,5,1575328084,"It is time for changes in the Supreme Court. No more lifetime tenures. Extreme vetting by non-political panels and ironclad rules for presidential appointments. No more Merrick Garlands. No more mediocre legal minds and nasty surprises in the confirmation process, like Thomas and Kavanaugh. True racial and gender diversity. Well, we can dream, can't we?",103930581,103930581,<br\//>,comment,1575320715,1,False,False,,,103930581,,4,0,[],0,approved,0,1575459000,Donna,73072718,New York City,NULL,NULL
6,6,1575320991,"It's ironic to reflect that in large part this whole second-amendment insanity in the USA, which has led to easily a million deaths in excess of what could be expected in a European-style gun-restricted country, is due, to the Founding Fathers' proclivity, towards using, too many commas, in their, writing style.",103929628,103929628,<br\//>,comment,1575317013,1,False,False,,,103929628,,5,0,[],0,approved,0,1575390949,Joseph Ross Mayhew,66207720,"Timberlea, Nova Scotia",NULL,NULL
7,7,1575319920,"""A well regulated Militia,being necessary to the security of a free State, the right...etc"" seems to always be forgotten by gun rights advocates.
Note that Militia is capitalized as well as being defined as well regulated. This indicates a more formal group than a bunch of buddies running around in the woods, and that is a comma after Militia and after State, which is also capitalized. 
The commas indicate the single sentence that is the Second Amendment is all one thought, a single idea, meaning each phrase relies on the preceding phrases. 
Just ask virtually any high school English teacher.",103928981,103928981,<br\//>,comment,1575314724,1,False,False,,,103928981,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/avatars/cropped-ceb8fce6dceceba5c4ae98c449b399104c2469dc115ae8f47e20fb471a341932.jpg,5,0,[],0,approved,0,1575459030,Caded,31426592,Sunny Side of the Bay,NULL,NULL
8,8,1575319105,"Seems like the courts keep forgetting the ""bear"" part.",103929146,103929146,<br\//>,comment,1575315422,1,False,False,,,103929146,,1,0,[],0,approved,0,1575330739,Stephen Anderson,102652199,Tennessee,NULL,NULL
9,9,1575319102,I don’t need my 2nd Amendment. If it went away (which I know will never happen) I would not miss it. The idea that we need guns to protect ourselves from our govt (or King George is just silly). Take it away. I don’t need it.,103928819,103928819,<br\//>,comment,1575314080,1,False,False,,,103928819,,3,0,[],0,approved,0,1575391014,Sherarae,78605904,Tx,NULL,NULL
10,10,1575318330,"Owning firearms is an explicit part of the Bill of Rights, yet numerous liberal judges had, prior to the Heller decision, interpreted it out of existence.  Post-Heller, lower court judges consistently favored the government in all cases challenging gov't restrictions to that right. Compare that with abortion, a right that appears no where in the constitution but was ""found"" lurking behind a ""right to privacy"" - which itself is nowhere seen in the Constitution.   Post Roe v. Wade, any laws restricting abortion were routinely struck down on the grounds that gov't cannot ""burden the exercise of a fundamental right.""  The same judges are just fine with heavy burden on the second amendment rights. Don't tell me that our rights are decided by neutral legal minds.",103928194,103928194,<br\//>,comment,1575311905,1,False,False,,,103928194,,3,0,"[{'commentID': 103933594, 'status': 'approved', 'commentSequence': 103933594, 'userID': 4059147, 'userDisplayName': 'JP', 'userLocation': 'CT', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Devlin \n\nRead the 4th and 14th. \n\nSo is limiting semi-autos to 10 round mags a heavy burden?', 'createDate': '1575334516', 'updateDate': '1575391059', 'approveDate': '1575336461', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103928194, 'parentUserDisplayName': 'Devlin', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '103933594', 'isAnonymous': False}]",1,approved,0,1575333181,Devlin,89990983,NYC,NULL,NULL
11,11,1575318327,"I don't think courts are really the issue; I think the issue is that there are minorities of people with extreme views that are blocking any advancement on gun safety.  

The majority of people would support some form of sensible gun reform, but there is a minority that has been nurtured by propaganda to fear any change to gun laws.  More unfortunately, these extremists are spread out demographically in a way that maximizes their votes in the Senate.  That is why we are seeing laws that poll at over 75% popular approval failing to even get a floor votes. Senators are afraid of getting a primary challenge.",103928082,103928082,<br\//>,comment,1575311559,1,False,False,,,103928082,,2,0,[],0,approved,0,1575324917,Stephen,78205524,"Saint Louis, MO",NULL,NULL
12,12,1575315685,"Dear Silicon Valley,
Instead of stealing our data and making dumb stuff that is of negligible benefit to us as a society, perhaps one of you can invent the Personal Force Field? Clearly we will need them with these zealots on the Supreme Court running the show. 
Thanks,
A Citizen that remembers Newtown...and Parkland...and Columbine...and Las Vegas...and El Paso...and....",103921950,103921950,<br\//>,comment,1575288350,1,False,False,,,103921950,,5,0,[],0,approved,0,1575391092,Dudesworth,67053067,Colorado,NULL,NULL
13,13,1575311351,"I remain very skeptical of the glib dismissal of the phrase “well regulated militia being necessary to the security of a free State” in the Heller case decision.  If, in fact, the founding fathers intended to declare that the Second Amendment protects an individual's right to possess firearms, unconnected with service in a militia, why would they mention a militia at all?  Or, why wouldn’t they have stated outright that the right to bear arms is also extended to the individual for personal use not related to a militia?  Why would they have had to justify the right to bear arms if they considered it a natural right?  How can it be that the adamant originalists considered that phrase, crafted specifically for inclusion in the constitution by the founder fathers, to be so inconsequential?  The justification that is based on traditional English law makes no sense because the Crown would certainly not have supported armament for insurrection. Antonin Scalia, who wrote the majority opinion, was an avid marksman and hunter and an inveterate egoist.  Perhaps he just wanted what he wanted and was willing to reframe that phrase to get it.  And perhaps that is why it remains so controversial.",103927087,103927087,<br\//>,comment,1575308218,1,False,False,,,103927087,,5,0,[],0,approved,0,1575391157,Iris Flag,82504139,Urban Midwest,NULL,NULL
