,index,approveDate,commentBody,commentID,commentSequence,commentTitle,commentType,createDate,depth,editorsSelection,isAnonymous,parentID,parentUserDisplayName,permID,picURL,recommendations,recommendedFlag,replies,replyCount,status,trusted,updateDate,userDisplayName,userID,userLocation,userTitle,userURL
0,0,1577224057,Talk about getting a headache ...  there is no place for the eye to rest ...,104300002,104300002,<br\//>,comment,1577197369,1,False,False,,,104300002,,0,0,[],0,approved,0,1577224057,Sara,100863157,Montreal,NULL,NULL
1,1,1576798678,It makes me sad.￼,104233970,104233970,<br\//>,comment,1576778782,1,False,False,,,104233970,,0,0,[],0,approved,0,1576798678,Daisy,71130265,US,NULL,NULL
2,2,1576691843,"I love this home, all of its appointments, color, and uniquely expressed personal style. LOVE IT.",104211911,104211911,<br\//>,comment,1576691842,1,False,False,,,104211911,,0,0,[],0,approved,0,1576691843,Terre29,12176004,NYC,NULL,NULL
3,3,1576011139,I have never seen such an overdecorated home in my life! It gives me a headache just looking at the pictures. Imagine living there. Yikes!,104060236,104060236,<br\//>,comment,1575933822,1,False,False,,,104060236,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/avatars/cropped-537e9aa8aebed42974fc19e536e717da3364591ff923e0662c46c9999dfaa8da.jpg,6,0,[],0,approved,0,1590774736,BEB,6275853,Northern California,NULL,NULL
4,4,1575918016,"I clicked on the link 'interior designer' which leads to Ms Caan's professional website. There I could appreciate much better photos of her work including more rooms in her house and the kitchen floor when it was painted blue.  Just in case anyone is interested...I was curious and wanted to see more.

As with many of the commenters here, I also think that our home environment often reflects our states of mind as well as our bank account and values about money and culture.  Why not view this  designer as an artist as well?  Her home is her design lab and for us, it's an art gallery.",104054584,104054584,<br\//>,comment,1575918015,1,False,False,,,104054584,,2,0,[],0,approved,0,1578177464,Kathleen,56613116,VA,NULL,NULL
5,5,1575900262,I own loads of stuff but have tried to stop buying anything new so when I want a change of scene what I do is rearrange things.  I have even worked out how to move quite large pieces of furniture by myself. A few hours of pushing and pulling can produce remarkable results.  Sometimes my husband and children are not so keen on the new arrangements but after a couple of days they don't even remember what it was like before. It gives me great pleasure and costs nothing.,104048385,104048385,<br\//>,comment,1575900261,1,False,False,,,104048385,,2,0,[],0,approved,0,1576772004,Adrienne,60561371,Italy,NULL,NULL
6,6,1575845046,"Why so much hate? Have you ever heard, if you can’t say anything nice...",104042320,104042320,<br\//>,comment,1575842697,1,False,False,,,104042320,,1,0,[],0,approved,0,1575898325,Amy Misner,96700500,"Decatur, Georgia",NULL,NULL
7,7,1575840116,"Seriously, does the Times not have something better to print about decorating than this silly, superficial story of a woman's decoration mania. What a great waste of money on things that don't seem to last. She does not seem to cherish anything in her home.",104035854,104035854,<br\//>,comment,1575807351,1,False,False,,,104035854,,3,0,[],0,approved,0,1575945160,consuelo holtzer,48859146,france,NULL,NULL
8,8,1575840053,It’s a huge mistake to put a powder room directly off a kitchen.  Who wants those kind of odors where food is being prepared?,104038466,104038466,<br\//>,comment,1575820578,1,False,False,,,104038466,,3,0,[],0,approved,0,1575933836,JE Mankowski,53954086,Portland,NULL,NULL
9,9,1575840052,How has the family put up with her inability to be satisfied?  Or maybe it keeps her from “improving” them.,104033389,104033389,<br\//>,comment,1575775850,1,False,False,,,104033389,,3,0,[],0,approved,0,1577894394,Allison,65806446,Richmond,NULL,NULL
10,10,1575840052,"Certainly her/their choice but it sure wouldn’t be mine.  I find this house garish, claustrophobic and cluttered.  And her son’s bedroom with the full on plaid is simply nauseating.  It could of been made a graceful and comfortable home for half of what she’s spent making it look almost cartoonish.  As someone that enjoys painting and home improvements I can’t imagine living in a constant state of redoing everything.  That poor family including the dog!",104041360,104041360,<br\//>,comment,1575835469,1,False,False,,,104041360,,6,0,[],0,approved,0,1577894398,Griffin,39500692,Somewhere In Massachusetts,NULL,NULL
11,11,1575840051,I give Ms. Caan a lot of credit for allowing her home to be featured in the NYT.  To open herself up to a variety of opinions regarding the decor of her home takes a lot of courage.,104039598,104039598,<br\//>,comment,1575825946,1,False,False,,,104039598,,9,0,"[{'commentID': 104062301, 'status': 'approved', 'commentSequence': 104062301, 'userID': 69208470, 'userDisplayName': 'Tron', 'userLocation': 'Saugus', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Montessahall  She is a professional home decorator. The article is not an intrusion, it is publicity. Courage is not a factor.', 'createDate': '1575941081', 'updateDate': '1576248840', 'approveDate': '1576011150', 'recommendations': 2, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 104039598, 'parentUserDisplayName': 'Montessahall', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '104062301', 'isAnonymous': False}]",1,approved,0,1576878805,Montessahall,66587989,"Paris, France",NULL,NULL
12,12,1575840050,"Well, if “Sister Parish on acid” is the look she was going for, she’s nailed it.",104037076,104037076,<br\//>,comment,1575813902,1,False,False,,,104037076,,6,0,[],0,approved,0,1577894414,Susan Lewis,43002180,Mid-Hudson Valley,NULL,NULL
13,13,1575840050,I’m getting hives from looking at this mess. I thought this was an article on hoarders.,104037353,104037353,<br\//>,comment,1575815081,1,False,False,,,104037353,,2,0,[],0,approved,0,1576248849,Dan,82821909,Nyc,NULL,NULL
14,14,1575834684,"To the person who commented that "" she needs to take out the dead bushes in the front"".
No , she doesn't as it is clearly wintertime and some things are evergreen and some are not.
The family looks quite happy and so do the dogs. 
I do think that there is a lot of stuff and it looks hard to move through the spaces. Some paring down might be in order but I don't see it happening. I like bright colors, painted floors, lamps. There is some fun stuff here. 
To all who commented : "" Well, she should have a bathroom off the kitchen"". I have a bathroom off the kitchen and in the breakfast room. ( 1930's house). Personally I think the aesthetics of this set up are arguable. It's practical and even mobility impaired accessible so I'm leaving it there. But it is never used unless 10 people are sleeping and showering here. I loved the Scalamandre zebra wall paper.",104041263,104041263,<br\//>,comment,1575834682,1,False,False,,,104041263,,0,0,[],0,approved,0,1575834684,Consuelo,74691226,Texas,NULL,NULL
15,15,1575820536,"Terrible...I look at this and wonder about resale value because I’d want to remove all the wallpaper and repaint all surfaces. It’d be easier to tear off the molding rather than try to paint that lacquer. It’s also illogical to do all this work without first taking into account structural changes such as ripping out walls to enlarge the kitchen, and adding a necessary half bath. As far as the decorating- I’m wondering how to even walk into some of those rooms, and most of the furniture doesn’t look comfortable. Terribly busy colors and hoarding tendency I believe.",104038459,104038459,<br\//>,comment,1575820535,1,False,False,,,104038459,,9,0,[],0,approved,0,1576248897,Susan McHone,36187664,New York,NULL,NULL
16,16,1575816353,Clutter. 16 years' worth of clutter. How can anyone even turn around in those rooms without bumping into something. Especially after being blinded by the eye fatigue resulting from the hideous pattern/color combinations. Getting outside would relieve the sensory overload.,104037629,104037629,<br\//>,comment,1575816348,1,False,False,,,104037629,,13,0,[],0,approved,0,1576248903,Patrick Donovan,62450725,Keaau HI,NULL,NULL
17,17,1575774110,"I like the playfulness and quirkiness of the Caan's interiors, but goodness, can Ms. Caan please get on the phone PRONTO and find a good landscape architect?

Her front yard is dreadfully lacking. The approach (walk, steps) is lovely, but those dead shrubs need to go!",104033159,104033159,<br\//>,comment,1575774109,1,False,False,,,104033159,,0,0,[],0,approved,0,1575774110,Robert J. Wlkinson,71538304,"Charlotte, NC",NULL,NULL
18,18,1575772717,My eyes need a rest.,104031602,104031602,<br\//>,comment,1575763656,1,False,False,,,104031602,,12,0,[],0,approved,0,1576878852,Maryellen Simcoe,63262940,Baltimore,NULL,NULL
19,19,1575748802,Fun to look at - except the dead animal head. I hope she had fun doing it.,104008161,104008161,<br\//>,comment,1575640458,1,False,False,,,104008161,,2,0,[],0,approved,0,1575918690,MJM,69805167,Newfoundland Canada,NULL,NULL
