,index,approveDate,commentBody,commentID,commentSequence,commentTitle,commentType,createDate,depth,editorsSelection,isAnonymous,parentID,parentUserDisplayName,permID,picURL,recommendations,recommendedFlag,replies,replyCount,status,trusted,updateDate,userDisplayName,userID,userLocation,userTitle,userURL
0,0,1575481764,I love this. Going to share it far and wide.,103966768,103966768,<br\//>,comment,1575481763,1,False,False,,,103966768,,16,0,[],0,approved,0,1577598957,Julie,101917513,New Hampshire,NULL,NULL
1,1,1575481517,"I enjoyed the Mrs. Maisel episodes but I was struck by how out of time the whole schtick was compared to the actual women comics of the 50's and sixties. Women then did not say nasty things about men or their husbands. They said self deprecating things. Phyllis Diller, Carol Burnett, Lucille Ball were the losers being laughed at. Women's lib came into view again in 1972. We have more freedom to speak now, but still can be attacked on race, sex and other uncomfortable topics. 

We all seek to connect except the hermits and they connect sometimes anyway.",103966670,103966670,<br\//>,comment,1575481516,1,False,False,,,103966670,,11,0,[],0,approved,0,1575813472,Michael,21371626,So. CA,NULL,NULL
2,2,1575477676,"Wonderful article!  

Stepping publicly outside of your comfort zone in a creative area can lead to some wonderful outcomes.  You will discover things about yourself and people in general, that you can’t find in other ways. Going out there, in front of an audience, brings out a lot ￼that is both good and bad (but much more of the former).

I’ve done environmental improv acting (taking a character and performing that character amongst other performers and paying audience) for decades, and a lot of the skills I learned there helped me in my regular professions.

Just make sure success is measured internally (did I improve, etc.) and not externally.",103965060,103965060,<br\//>,comment,1575477675,1,False,False,,,103965060,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/avatars/cropped-48d6d89db1d744d15f600cad73334779701f58a51210e6945ec7289b113ee74d.jpg,11,0,[],0,approved,0,1575695043,ASPruyn,76372713,California - Somewhere Left Of Center,NULL,NULL
3,3,1575472710,"Second piece I've read in the Times today about needing to connect.  First, the popular online teenager whose account was closed by Instagram; now the writer who wants to perform comedy.

I have a couple of got to know them first on the WEB friends, but from an e-mail forum from disenfranchised adjunct faculty members (now sort of defunct and I am retired).  I have one friend from the dressing room at Talbot's; another from a trip on a canal boat in France.  

The issue of connection in an era when people eschew religion intrigues me.  Need to connect?  IMO try church, where they really do have to let you in.  (Sometimes, even a nice coffee hour!)",103963047,103963047,<br\//>,comment,1575472709,1,False,False,,,103963047,,3,0,"[{'commentID': 103967518, 'status': 'approved', 'commentSequence': 103967518, 'userID': 56338238, 'userDisplayName': 'cathmary', 'userLocation': 'D/FW Metroplex', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Auntie Mame No, actually, they don\'t necessarily ""let you in"" (at church).  One of the fastest ways to get the cold shoulder from church-going women is to answer ""No"" to the question, ""do you have kids?""  (although why that question is asked of total strangers is beyond me). Ugh.  Such a ""judgey"" place -- church.', 'createDate': '1575483398', 'updateDate': '1576537464', 'approveDate': '1575483399', 'recommendations': 20, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103963047, 'parentUserDisplayName': 'Auntie Mame', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '103967518', 'isAnonymous': False}]",1,approved,0,1583040424,Auntie Mame,47931530,NYC,NULL,NULL
4,4,1575458691,"Really interesting/disturbing to see the way race is handled in this piece. Are we to assume that everyone except Sunghi, the comedian ""with dreads,"" and the ""Pakistani-American"" landlord are white? Because that's the norm? And the rest of us need racial markers (because we are outside the norm?). What was the landlord's response? Why does Mrs. Sohn choose to exclude it? Is she uncomfortable because of her own biases, perhaps?",103954777,103954777,<br\//>,comment,1575418202,1,False,False,,,103954777,,9,0,"[{'commentID': 103964081, 'status': 'approved', 'commentSequence': 103964081, 'userID': 65728523, 'userDisplayName': 'Richard', 'userLocation': 'New York City', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""@Randall \n\nI saw the set--the landlord's background (as a Muslim woman) was relevant because the joke was about secularism. Ms. Sohn was being self-deprecating (and charming). If you want to hear the entire joke, you can go see her perform."", 'createDate': '1575475300', 'updateDate': '1576998078', 'approveDate': '1575476588', 'recommendations': 27, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103954777, 'parentUserDisplayName': 'Randall', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '103964081', 'isAnonymous': False}, {'commentID': 103962535, 'status': 'approved', 'commentSequence': 103962535, 'userID': 63500310, 'userDisplayName': 'mark', 'userLocation': 'NYC', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Randall - lighten up.', 'createDate': '1575471632', 'updateDate': '1575692405', 'approveDate': '1575476596', 'recommendations': 17, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103954777, 'parentUserDisplayName': 'Randall', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '103962535', 'isAnonymous': False}, {'commentID': 103965808, 'status': 'approved', 'commentSequence': 103965808, 'userID': 77860739, 'userDisplayName': 'Deborah', 'userLocation': 'hawthorne', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': 'the issue of reace stood out for me as well. in the article. with your comment,  I realize what there problem was: assumption of whiteness, unless otherwise noted...', 'createDate': '1575479455', 'updateDate': '1575923712', 'approveDate': '1575479456', 'recommendations': 6, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103954777, 'parentUserDisplayName': 'Randall', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '103965808', 'isAnonymous': False}]",3,approved,0,1575761045,Randall,38765230,Brooklyn,NULL,NULL
5,5,1575458687,Having experienced it second hand - sometimes that old movie cliché that you only feel really happy and alive when you are on stage is true.,103958622,103958622,<br\//>,comment,1575444995,1,False,False,,,103958622,,2,0,[],0,approved,0,1575561204,Milliband,19111801,Medford,NULL,NULL
6,6,1575439600,"I have always thought stand up comedy must be the most difficult performing art. No one to fall back on, and no amount of prep can guarantee a good set. Humor is so subjective and idiosyncratic. I really admire those who do it well.",103958298,103958298,<br\//>,comment,1575439599,1,False,False,,,103958298,,29,0,[],0,approved,0,1575753259,Pde,60769564,Here,NULL,NULL
7,7,1575436909,You rock.,103956188,103956188,<br\//>,comment,1575424843,1,False,False,,,103956188,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/avatars/cropped-5b283102e5f9ba62046eaf6a3f6ef98e44ba7ff630ca1a4e55af8534409ffe1d.jpg,7,0,[],0,approved,0,1575986529,Richard McNally,58305593,Watertown MA,NULL,NULL
8,8,1575416995,One is the loneliest number. We humans are social animals. We all need community.,103953422,103953422,<br\//>,comment,1575412988,1,False,False,,,103953422,,11,0,[],0,approved,0,1575753266,billd,56749336,Colorado Springs,NULL,NULL
9,9,1575416994,"A few hundred years ago, a pal of mine moved to L.A. to do standup. It was a struggle. He wasn't breaking out. Johnny Carson wasn't calling his agent.

One night a man came backstage and said to him, ""You're not gonna make it as a standup comic, but you can write gags, so write for my show."" He left my friend his business card.

My pal wrote for the man's show, and for many other shows. He made a great career writing funny lines for other people to speak.

Just to say, You can't hit the ball unless you swing at the ball. So keep swinging, kiddo. I admire your spunk.",103950669,103950669,<br\//>,comment,1575404962,1,False,False,,,103950669,,43,0,"[{'commentID': 103967156, 'status': 'approved', 'commentSequence': 103967156, 'userID': 61308123, 'userDisplayName': 'Hélène B.', 'userLocation': 'NYC', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': 'But being on stage is what keeps her going...', 'createDate': '1575482617', 'updateDate': '1575753302', 'approveDate': '1575484632', 'recommendations': 3, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103950669, 'parentUserDisplayName': 'Taz', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '103967156', 'isAnonymous': False}]",1,approved,0,1575736439,Taz,57556769,NYC,NULL,NULL
