,index,approveDate,commentBody,commentID,commentSequence,commentTitle,commentType,createDate,depth,editorsSelection,isAnonymous,parentID,parentUserDisplayName,permID,picURL,recommendations,recommendedFlag,replies,replyCount,status,trusted,updateDate,userDisplayName,userID,userLocation,userTitle,userURL
0,0,1578667104,"Even if I personally see the whole Instagram Influencer and media empire trend as annoying, you can't say he's not a businessman just because he's a high-schooler who makes their money online. I think it's really impressive that someone who isn't even 16 can make over 10 grand a month just promoting stuff on Instagram.

I've personally made some cash selling stuff online, and I learned a lot through the experience. I traded virtual items in a video game, and I ended up making $500 one summer just sitting at my computer. Each item has it's own supply and demand, and you can buy low and sell high, forming the game's own mini-economy. But making even just $500 required a lot of time and effort. That's why I find it so impressive to see what Rowan has done.",104557712,104557712,<br\//>,comment,1578666584,1,False,False,,,104557712,,0,0,[],0,approved,0,1578667104,Ryder Klein,97398152,"Hoggard High School in Wilmington, NC",NULL,NULL
1,1,1577968486,"I would definitely say Rowan is a business man. Just because he’s a kid doesn't disqualify what he’s doing as a business. He’s working very hard and he’s doing quite well with it too. So he’s definitely running a business of sorts.
    You have to have good ideas and a good work ethic to make something like this work. I for one would be very happy to have something like this to bring in a second source of income to save for collage. 
     I think that it is really great to see technology making a difference in this way. Making a new way for people to have jobs and participate in the economy. Really making jobs even more accessible. With something like that you don’t really even need transportation everyday to a place.",104395170,104395170,<br\//>,comment,1577938939,1,False,False,,,104395170,,0,0,[],0,approved,0,1577968486,Skyla Madison,97409923,"Hoggard High School in Wilmington, NC",NULL,NULL
2,2,1576500546,"Making money online is good for both you and the economy. If more people start making money online, not only will they not have to drive anywhere, they can also be anywhere. I think that with the technology that we have, and moving forward, it will become easier and easier to make money online. Especially with youtube and videogames, more teenagers will become online “businessmen.” Though, I don’t think that businessman is the right word to use, since it’s not technically conducting “business”, even though you are making an amount of money based on how many views or followers, or any other way to make online money. I think that more people will figure out different ways to make online money since they can do it anywhere and its not a  “dress up and go to work”sort of deal.",104162172,104162172,<br\//>,comment,1576465478,1,False,False,,,104162172,,0,0,[],0,approved,0,1576500546,Samuel Jones,98874548,"Hoggard high school, nc",NULL,NULL
3,3,1576374509,"Rowan Winch is a businessman. But because he is not the normal contract-making, suit-and-tie version that many usually picture, adults probably don’t see him as one. When his Instagram account got deleted, he felt like he had lost his purpose. I think the best thing to do is to try and have a purpose again, whether that be continuing his smaller Instagram accounts, getting a job for fulfillment, or getting involved in extracurricular activities. I think Rowan’s parents are opposed to him selling things online because they are worried that he will fall into another obsession. Just like he became obsessed with his account, posting 100 times a day, they think he will do the same with his sales. I think many people my age get into selling things online; it’s a convenient way to make money. For example, there are some people in my school that make and sell decals. I also have a friend who sells her paintings on Facebook Marketplace. However, I think there is only a slim amount that do it for networking. Selling things usually isn’t about connecting with buyers because they just want the product, not the creator.",104143441,104143441,<br\//>,comment,1576302724,1,False,False,,,104143441,,0,0,[],0,approved,0,1576374509,Celia Tillery,99601398,Bryant High School,NULL,NULL
4,4,1576175573,"I have never done something like this I have thought about it though and just the other day I made an account on Instagram for this reason. I want clout I don’t want it for friends but if I’m telling the truth it’s for the money and to get my name out there. I think every kids dream is to become so popular on Instagram or Snapchat or YouTube that’s your job and it’s mine I’ll tell u that. 

100 if thousands kid make accounts and post YouTube videos to try to to do this but the odds of success are low. My friend has a YouTube channel and is not doing that bad I think he had about 1000 subs which is good for a start. But the thing is you have to stick with it I bet when Rowan started his meme account on Instagram it took a while to get all those followers.

My thing is do it your free time it won’t hurt it can only help and if you do blow up then maybe you can make a living out of it.",104116280,104116280,<br\//>,comment,1576174145,1,False,False,,,104116280,,0,0,[],0,approved,0,1576175573,Matthew Luhrsen,97361060,"Hoggard High School in Wilmington, NC",NULL,NULL
5,5,1576157937,"I do believe that Rowan should be considered a businessman. Even though he is young and does not have a stereotypical job, he has built a successful business. He has worked as hard as any adult would have to build this business and is obviously very passionate about it. Most adults probably would not consider him a businessman because they would not be willing to give him the respect he deserves.  I think they would consider it a hobby since it is on social media. However, since he is making more money than most adults I think he deserves this respect.  I think that since his meme account has been deleted he should try to start another business that his parents approve of.  If they won’t allow him to start another business, getting a job may teach him things that will help him start another business when he is older.  I think his parents want him to have more of a life offline because his business took all his free time and he was not focusing on school or a social life.  Also he was not pursuing any other interests such as sports or the arts. They probably want him to be more well rounded.  I know a lot of people that have tried to make money online and some of them were successful. I think making money online would be so cool.",104107169,104107169,<br\//>,comment,1576121293,1,False,False,,,104107169,,0,0,[],0,approved,0,1576166512,Amy Palmer,97892817,"Hoggard High School in Wilmington, NC",NULL,NULL
6,6,1576072338,"This kid is what I aspire to be, making money from many endeavors and not tied down to an employers schedule, able to work when I want, and doing what I love.  I think that people who say that “being a youtuber isn't a real job” or “ad revenue isn't real revenue” are ignorant and jealous of someone else’s success.  This kid is making money by providing a service to others of which they desire.  Making over 10k a month is an amazing feat and I tip my hat to him.  Most people will never make 10k a month and this kid has and he isn't even 16.  I would most certainly call him a businessman.  

I can see this type of income becoming what television is today; people put out a show and are paid by companies to advertise their products on their show.  This is exactly what this kid is doing, putting 10 ads a day out to his followers and being paid to do so.  It's very profitable and people make 7 figures doing it today.  

While you can make money doing it, it’s very hard to do.  I have tried many things in order to make money online.  Its very hard to gain traction because you have to come up with something unique and different; maybe only your own style of content.  A Lot of people attempt this and are lured into it with stories like this but soon fall off the wagon. It's like the gold rush of the 1860’s.  Many are lured by the prospect of becoming rich but many fall off the wagon. You have to consistently produce good content because you never know what will catch on and take off.",104086249,104086249,<br\//>,comment,1576035026,1,False,False,,,104086249,,0,0,"[{'commentID': 104115613, 'status': 'approved', 'commentSequence': 104115613, 'userID': 97410336, 'userDisplayName': 'Lizbeth Bolanos', 'userLocation': 'Hoggard High School in Wilmington, NC', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""@Yates Kirby I completely agree with you, most adults don't take this as a job of consideration, working for Youtube and posting on instagram may seem like an unusual job that no one would get paid for but  this kid is making big steps into our future. He is very much a businessman and I’m glad he was honest about what he was aiming for. He should gain more recognition for his success, because as you said it’s hard to start selling things online because of constant changing world of wants people have. He talked about since the beginning of the morning he has to start working, it’s not an easy thing to do and I think we should all be supportive in his field of work."", 'createDate': '1576171687', 'updateDate': '1576175523', 'approveDate': '1576175523', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 104086249, 'parentUserDisplayName': 'Yates Kirby', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '104115613', 'isAnonymous': False}]",1,approved,0,1576072338,Yates Kirby,102274559,Hoggard High School,NULL,NULL
7,7,1575983077,"I have tried to make money online and have always been unsuccessful. In this day and age, it is almost impossible to become as popular or profitable as Rowan. You will have to do hours of work a day posting, selling, and buying to resell, which a majority of people don’ have the time to do. The whole reason people try to get money online is because of how supposedly simple and easy it is. But this is never the case. No one wants to put any time into something that was not supposed to take any effort at all, like Rowan - all they want to do is make money fast. And this is where all the scams happen. Websites that say “Just put in your credit card number and you can win big!” in large bold letters are commonplace these days. And everyone falls for them. In the end, there is a pile of people who hope to be a social media star and have wasted their lives to do so and another of people who have gone completely broke from scams. 
I thought this problem was so bad, I started to try to create a solution. I am working on a way for both me and the customers to be able to make money online without being scammed or having to work a single hour. It is called QuickBuck. In this solution, the customer buys a Buck and the price goes up, when another customer buys after them, the first customer can sell to make a profit. I hope that my solution will one day be a thing so that people can finally make money online without having to dedicate their day to it.",104060186,104060186,<br\//>,comment,1575933644,1,False,False,,,104060186,,1,0,[],0,approved,0,1577575683,Ian Condon,97995774,Hoggard High School,NULL,NULL
8,8,1575854752,"I wish that more adults would realize that you dont need a ""regular"" job such as financing teaching being a doctor engineer police officer etc to be succsesful. Having a job online can help you express more of your interests and it is easier to be yourself online and honestly is a lot more fun. I dont feel like grown adults would see himas a buisnessmanbecause that is what he does. He runs a buisness and is succsessful as well as bring in a few bucks whilst he is at it. Because his account got shut down maybe people could come together and help get his account back and in the meanwhile he could make a new page and make himself big again. I think a lot of kids my age try and make money in any way they can so it wouldnt be any suprise to me if someone has tried to get money online somehow. If you get enough ""clout"" which means fame on any ap the app may even give you ads on your posts which bring in money and other buisnesses may reach out to you to and ask you to promote their product for their folllowers to see. SO in my opinion what Rowan is doing is a good idea.",104043292,104043292,<br\//>,comment,1575850658,1,False,False,,,104043292,,0,0,[],0,approved,0,1575854752,olivia,98612294,boston,NULL,NULL
9,9,1575647596,"obviously it would be more reliable to get a ""regular Job"" but not as interesting and fun, so if he can just make as much money as possible and when that stops being a completely reliable income then it might be a good idea to start thinking of a more reliable income to cover his basic living cost. I do respect him for making a different pathway to success and it shows that you don't have to go to college to be successful.",104010858,104010858,<br\//>,comment,1575646837,1,False,False,,,104010858,,0,0,"[{'commentID': 104116364, 'status': 'approved', 'commentSequence': 104116364, 'userID': 97361060, 'userDisplayName': 'Matthew Luhrsen', 'userLocation': 'Hoggard High School in Wilmington, NC', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@ David laakso\nI see what your saying and I think that your right but all the money he’s making now if it stops that fine for him he’s only 15. His parents will make the money and he can put the money he makes away for after school or to go to college for he can invest it and make huge money back he does not have to worry about what he will do if the money stops. \n\nBut what you said at the end of how you like it how he can make a living by not going to college I also think it’s really cool. It’s very smart of him and he probably won’t ever have to work because he started so young and got the “clout” at his age. He will probably do better in his life then both of us.', 'createDate': '1576174519', 'updateDate': '1576175547', 'approveDate': '1576175547', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 104010858, 'parentUserDisplayName': 'David Laakso', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '104116364', 'isAnonymous': False}]",1,approved,0,1575647596,David Laakso,99536356,Norwood High School ma,NULL,NULL
