,index,approveDate,commentBody,commentID,commentSequence,commentTitle,commentType,createDate,depth,editorsSelection,isAnonymous,parentID,parentUserDisplayName,permID,picURL,recommendations,recommendedFlag,replies,replyCount,status,trusted,updateDate,userDisplayName,userID,userLocation,userTitle,userURL
0,0,1575817715,"Fefu and Her Friends at Theater for a New Audience merits a place in this article. The set design, the play itself, and the performances of Amelia Workman, Jennifer Lim, Juliana Canfield, and Helen Cespedes are all brilliant.",104037900,104037900,<br\//>,comment,1575817714,1,False,False,,,104037900,,1,0,[],0,approved,0,1575920153,Kathy Lavezzo,55145042,"Iowa City, IA",NULL,NULL
1,1,1575645933,I would add Socrates at the Public and Linda Vista at Second Stage as worthy additions to the list. I am particularly happy that the critics mention Marys Seacole and We're Only Alive on the list; these were special productions without a lot of visibility to the world at large.,104010417,104010417,<br\//>,comment,1575645932,1,False,False,,,104010417,,1,0,"[{'commentID': 104038920, 'status': 'approved', 'commentSequence': 104038920, 'userID': 8230676, 'userDisplayName': 'Freddie', 'userLocation': 'New York NY', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""@Claudia - it's surprising but you're clearly right that the Claire Tow -LCT3 has low visibility.  In many ways, they've made it more hospitable than the Beaumont or Newhouse, with that outside garden and really nice place to wait  that makes it comfortable to experience something they feel is on its way but edgy and often unfinished, even a bit experimental.  (Even at many really top non-profit  theaters, these types of work have tended to be in an area that seems to remind you that what you'll see is often in development, in progress or maybe a bit edgy-  the Irish Rep second space as an example takes you briefly through what feels like a rehearsal area downstairs before the play, even when it's fully designed and well-staged.)"", 'createDate': '1575822745', 'updateDate': '1575822746', 'approveDate': '1575822746', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 104010417, 'parentUserDisplayName': 'Claudia', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '104038920', 'isAnonymous': False}]",1,approved,0,1575971389,Claudia,66337836,New York,NULL,NULL
2,2,1575643762,"So happy Heroes of the Fourth Turning made this list! It was a must see for me. 

Thank you Ben Brantley and Jesse Green!",104009469,104009469,<br\//>,comment,1575643761,1,False,False,,,104009469,,0,0,[],0,approved,0,1575643762,Dolores Ann,96243478,Irving Texas,NULL,NULL
3,3,1575548599,"Strange Loop at Playwrights’ Horizons was the best show this year. The omission here, and the inclusion of Slave Play is predictable and unimaginative 
And Betrayal? Who knew adultery could be so boring?",103982193,103982193,<br\//>,comment,1575539566,1,False,False,,,103982193,,10,0,"[{'commentID': 103988133, 'status': 'approved', 'commentSequence': 103988133, 'userID': 8230676, 'userDisplayName': 'Freddie', 'userLocation': 'New York NY', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@47 - it\'s possible we\'re all spending more time analyzing the lists than the critics spent actually writing them, since they\'ve likely been having the lists in mind all year, and then write them and it\'s on to other plays and articles. But ""Strange Loop"" is mentioned as one of three musicals that ""had at least some of the ingredients needed to lift the impossible art form into excellence"" -and ""Marys Seacole"" making two lists (despite that even some of the LCT people saying it\'s not THERE yet, so the author wasn\'t ready to let it be published yet.  Hoping these lists let her know it\'s closer than she reportedly thinks. \n\n Good reviewing a journalistic art very different from playwriting, but the critics are probably on to lots of other reviews by now.  These lists mean so much to us readers, and people will rad back to these in the future, as we now look back to the lists of 1960 etc.  Maybe for the critics it\'s a necessary part of the job to do Best of 2019 or any calendar year.  (seasons always seem to mean much more than calendar years for trends in theater, it seems).', 'createDate': '1575560184', 'updateDate': '1577304151', 'approveDate': '1575560185', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103982193, 'parentUserDisplayName': '47', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '103988133', 'isAnonymous': False}]",1,approved,0,1577754336,47,35066496,Manhattan,NULL,NULL
4,4,1575520915,"Eureka Day, The Black Clown and On Blueberry Hill should have made the cut.  Eureka Day was a profound look at what political correctness has done to our humanity, hilarious and disturbing at the same time. The Black Clown left every other play that has dealt with the white gaze in the last few years in the dust, with the bonus of stunning music and choreography.  On Blueberry Hill was a rare chance to see Fishamble in the US and to savor a Sebastian Barry script. Irish actors rarely disappoint and Fishamble's are always a joy to watch.",103980373,103980373,<br\//>,comment,1575520914,1,False,False,,,103980373,,3,0,[],0,approved,0,1577575082,laura,26427144,new york,NULL,NULL
5,5,1575478524,"Where is ""Secret Life of Bees?""  Great musical score by the brilliant Duncan Sheiik, fabulous voices, brilliant staging in an intimate off-Broadway Theatre in Chelsea. Best musical I saw all year.",103965407,103965407,<br\//>,comment,1575478524,1,False,False,,,103965407,,5,0,[],0,approved,0,1576161449,sommerjd,30332208,nyc,NULL,NULL
6,6,1575436838,So glad Ryan knowles got a shout-out! He is brilliant!,103955100,103955100,<br\//>,comment,1575419706,1,False,False,,,103955100,,0,0,[],0,approved,0,1575436838,Cheryl,33249213,Brooklyn,NULL,NULL
7,7,1575436838,"Bravo for including the creative and affecting ""Make Believe"" and the gory but emotionally charged ""Gary."" Where is ""Hadestown""?",103955440,103955440,<br\//>,comment,1575421249,1,False,False,,,103955440,,8,0,"[{'commentID': 103986328, 'status': 'approved', 'commentSequence': 103986328, 'userID': 66455289, 'userDisplayName': 'MV', 'userLocation': 'Chicago', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@jerseyjazz Seriously. Hadestown is spectacular.', 'createDate': '1575556429', 'updateDate': '1575814663', 'approveDate': '1575560560', 'recommendations': 3, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103955440, 'parentUserDisplayName': 'jerseyjazz', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '103986328', 'isAnonymous': False}, {'commentID': 104036308, 'status': 'approved', 'commentSequence': 104036308, 'userID': 56407415, 'userDisplayName': 'Da', 'userLocation': 'Seacoast NH', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""yes, finally just saw hadestown after being a fan of anais mitchell's for years.  it was indeed fabulous,"", 'createDate': '1575810124', 'updateDate': '1575810125', 'approveDate': '1575810125', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103955440, 'parentUserDisplayName': 'jerseyjazz', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '104036308', 'isAnonymous': False}]",2,approved,0,1578083490,jerseyjazz,38456356,Bergen County NJ,NULL,NULL
8,8,1575436835,I felt White Noise at the Public Theater should have been on someone’s list. It was one of my favorite dramas of  the year and was superior to The Betrayal which was lackluster. The four actors in White Noise showed passion and totally engaged the audience; the actors in The Betrayal made the material boring. Personally I don’t know how Zawe Ashton gets roles. She has been awful in everything I have seen her in.,103955627,103955627,<br\//>,comment,1575422176,1,False,False,,,103955627,,3,0,"[{'commentID': 103971378, 'status': 'approved', 'commentSequence': 103971378, 'userID': 8230676, 'userDisplayName': 'Freddie', 'userLocation': 'New York NY', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@Susan Zak Regarding ""the actors in The Betrayal made the material boring"" - I never saw this story covered in the Times, but there were international headlines, like in the Guardian <a href=""https://www.theguardian.com/film/shortcuts/2019/sep/18/tom-hiddleston-broadway-play-woman-orgasm-betrayal"" target=""_blank"">https://www.theguardian.com/film/shortcuts/2019/sep/18/tom-hiddleston-broadway-play-woman-orgasm-betrayal</a> \n\nabout the elegant lady at ""Betrayal"" who apparently thought the Bernie Jacobs Theater was a bachelorette party at the. Bada Bing Club.  Suddenly, answering cell phones and bringing buckets of KFC seemed like good manners.  I was thinking ""Moulin Rouge"" might actually use this as a marketing idea to sell a few seats at higher prices.', 'createDate': '1575493371', 'updateDate': '1575513538', 'approveDate': '1575513538', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103955627, 'parentUserDisplayName': 'Susan Zak', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '103971378', 'isAnonymous': False}, {'commentID': 104041037, 'status': 'approved', 'commentSequence': 104041037, 'userID': 8230676, 'userDisplayName': 'Freddie', 'userLocation': 'New York NY', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': 'This story did get more coverage than Idina thought.  This one <a href=""https://metro.co.uk/2019/09/18/woman-caught-making-orgasm-twice-tom-hiddlestons-play-betrayal-10764722"" target=""_blank"">https://metro.co.uk/2019/09/18/woman-caught-making-orgasm-twice-tom-hiddlestons-play-betrayal-10764722</a>/\n\nwas especially cheeky, as we like yo saysay in US plays depicting the UK:  saying the lady made a ""swift exit,"" [I\'m thinking maybe she ran out to  her ""getaway car.""]  The UK news story clearly meant a  reference to Taylor Swift who wrote that  huge hit song  ""Getaway Car"" apologizing to Tom Hiddleston for how she treated him, but instead of saying she was sorry directly to him, she might as well get a smash hit song out of it.  (Anyone who dates Taylor Swift has for years been on notice  that if they break up, she WILL write and release a song about it.  Like anyone who works for Scott Rudin is by now totally on notice that any day, you could get fired by being ordered out of a car, though apparently  he will stop the car first and get it to the curb).  But how could Tom Hiddleston have known she\'d write one of the best songs she ever wrote  about how sorry she was - and he\'d have to hear her apology on the radio even while celebrating his new love with his also-celebrated co-star in ""Betrayal.""  \n\nI think an answer is for Zawe Ashton to write the book for the Taylor Swift jukebox/catalog  musical, either on film or onstage.', 'createDate': '1575833174', 'updateDate': '1577700117', 'approveDate': '1575839755', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103971378, 'parentUserDisplayName': 'Susan Zak', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '104041037', 'isAnonymous': False}]",2,approved,0,1578074720,Susan Zak,42904865,Detroit,NULL,NULL
9,9,1575431742,"The absence of Hadestown from this list is more than a little embarrassing. The authors claim, ""the ingredients needed to lift the impossible art form into excellence: thematic ambition, exacting skill, dramatic coherence and superior staging.""

Hadestown won the Tony Award for Best Musical, Best Original Score, Best Direction, Best Scenic Design, Best Lighting Design, Best Sound Design, Best Orchestrations and Best Performance by an Actor in a Featured Role. Not to mention nominations for Best Actress in a Leading Role, Best Actress in a Featured Role, Best Choreography, and Best Book.

By your own criteria, it meets the standard of excellence. One cannot help but wonder why you chose to leave it off.",103957471,103957471,<br\//>,comment,1575431741,1,False,False,,,103957471,,16,0,"[{'commentID': 103958226, 'status': 'approved', 'commentSequence': 103958226, 'userID': 97933073, 'userDisplayName': 'Colin', 'userLocation': 'New York, NY', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@SJM I know...the performances at the Tonys and Macys parade were spellbinding. People are still talking about them...I mean, Wow!', 'createDate': '1575438578', 'updateDate': '1575810161', 'approveDate': '1575438579', 'recommendations': 4, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 103957471, 'parentUserDisplayName': 'SJM', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '103958226', 'isAnonymous': False}]",1,approved,0,1577656227,SJM,69380112,New York,NULL,NULL
