,index,approveDate,commentBody,commentID,commentSequence,commentTitle,commentType,createDate,depth,editorsSelection,isAnonymous,parentID,parentUserDisplayName,permID,picURL,recommendations,recommendedFlag,replies,replyCount,status,trusted,updateDate,userDisplayName,userID,userLocation,userTitle,userURL
0,0,1262264550,"Lack of access to banks isn't specific to developing countries, of course. Look right here in Upper Manhattan where there are very few banks, requiring community residents to depend on check cashing stores that keep a substantial percentage of each check that's cashed. It apparently isn't profitable enough for banks to provide services in low-income areas and so they don't. Incentives are needed for banks to open in poorer communities and public education regarding the benefits of banks for those who deposit their money. That said, I don't know that the existence of a bank is going to change the spending habits of someone who chooses to spend money on alcohol, women and smokes. A different type of intervention is needed for that!",1355677,1355677,<br\//>,comment,1509452665,1,False,False,,,1355677,,0,0,[],0,approved,0,1534863431,Teresa,58214065,New York,NULL,NULL
1,1,1262264524,"Wow! Talk about cognitive dissonance.  I was expecting this to be about U.S. household spending habits.<br /><br />Needless to say, there's no reason why anyone need buy soft drinks, in the U.S. or elsewhere.  The same could be said of items found in the mostly junk food diet that Americans eat today in the belief that these types of products are real foods.<br /><br />75% of the shelves of regular American grocery stores contains low- or no-nutrient processed, refined ""foods"".  Given that much of medicine today is devoted to treatment of chronic diseases and conditions associated with chronic obesity and poor eating habits, I wonder how much of the GDP of the U.S. and how much percentage of the average U.S. household income goes to support this junk/fast/processed food culture.<br /><br />Nicaragua or New York, switching spending from junk to real value, would be helpful for families in trouble.",1355627,1355627,<br\//>,comment,1509452754,1,False,False,,,1355627,,0,0,[],0,approved,0,1534863431,Annette Keller,16124230,"College Park, MD",NULL,NULL
2,2,1262264492,"Have followed your treks and agree that microsavings is critial to changing a 'poor' mindset.  What most in the western world fail to realize is that just a small sum divides between a child getting to go to school or having to work to help make up what is misspent by the males of the household.  Poor stewardship of money is pervasive from the abject poor to the showy-rich.  Yes, we borrow money to buy things we don't need, to impress people that we really don't like.  Trying to keep up with the 'Jones' is financial suicide.  ",1355610,1355610,<br\//>,comment,1509452775,1,False,False,,,1355610,,0,0,[],0,approved,0,1534863431,PapaJ,55273455,"La porte, Tejas",NULL,NULL
3,3,1262264382,"Capitalism is a failed ideology and the only thing holding it afloat are massive printing presses spilling out trillions of worthless dollars that a bank will only give 0.5% annual return on.  Alcohol and tobacco, on the other hand, never diminish in value and when Mr. Obama is no longer able to fix the handiwork of the Republicans, the people with vodka and smokes will be king.  ",1354862,1354862,<br\//>,comment,1509452824,1,False,False,,,1354862,,0,0,[],0,approved,0,1534863431,PK,4855835,Lincoln,NULL,NULL
4,4,1262264382,"You write ""This 'don’t pay' effort has been orchestrated by the leftist government of President Daniel Ortega."" Why is that adjective necessary? I didn't see your column refer to Somalia as ""rightist.""<br /><br />In fact, I don't think you've ever referred to any country that has a conservative government as ""rightist."" Why cast aspersions on the left in the US by linking the word with Nicaragua?",1354865,1354865,<br\//>,comment,1509452537,1,False,False,,,1354865,,0,0,[],0,approved,0,1534863431,Sam D,6517152,"Wayne, PA",NULL,NULL
5,5,1262264382,"Anyone who has spent any time in the developing world can appreciate the importance of savings. The needs are so great and, as the column points out, sometimes the spending decisions so skewed, that any money that comes into a community disappears like water poured into the desert instead of accumulating like water behind a dam. Without that accumulation of capital, economic development is not possible. Locally-controlled saving and lending institutions allow these communities to take economic baby steps. That's where you have to start, not with some huge top-down aid program that tries to fit these communities into some conceived-in-Geneva model, but with these bottom-up models that let the communities find their own paths to eradicate poverty.",1354904,1354904,<br\//>,comment,1509452790,1,False,False,,,1354904,,0,0,[],0,approved,0,1534863431,Michael,16284743,Baltimore,NULL,NULL
6,6,1262264382,"If I understand Jeffrey Sachs correctly this is all compatable with microlending and other means to combat extreme poverty.  In short, changing from immediate reward to investing in the future seems the key.  Hope is what needs to be acquired and this is another means toward that.<br />Mark",1354913,1354913,<br\//>,comment,1509452820,1,False,False,,,1354913,,0,0,[],0,approved,0,1534863431,mark,43767973,wisconsin,NULL,NULL
7,7,1262264382,Giving away free condoms with each deposit in these mini banks would be a step in the right direction. Overpopulation is a major part of the poverty situation in the world. ,1354926,1354926,<br\//>,comment,1509452771,1,False,False,,,1354926,,0,0,[],0,approved,0,1534863431,Jerry,58072650,St. Louis,NULL,NULL
8,8,1262264382,"Mr. Kristof,<br /><br />I have always found your passion to help the underprivileged, especially in the developing countries, an inspiration worth a Nobel Peace Prize and a canonization (assuming you’re a catholic)!<br /><br />Having said that, I sincerely wish, some day there will be no need for people like you.<br /><br />First, I must beg to differ with you and assert that the only effective tool to fight global poverty is not a fishing rod, a gun, nor a savings account, but to establish a symbiotic relationship with this world.<br /><br />Today, regardless of all the good intentions of all the religions of this world, man having gained wisdom and authority from the scriptures, has evolved to become an ultimate Master on this earth.<br /><br />What we need are people like you, leading revolution in changing the mindset of people that the “quality of life” and not just “life” is the most sacrosanct. Paraphrasing Socrates, “unexamined -meaning having no choice- life is not worth living”.<br /><br />We need a Global Conference on educating people to realize the ultimate salvation for mankind as well as for this planet is for the “Master” to become a “symbiotic benevolent Master of this earth” instead of the current mindset of “ultimate parasitic predator of this earth”.<br />",1354944,1354944,<br\//>,comment,1509452683,1,False,False,,,1354944,,0,0,[],0,approved,0,1534863431,Anil Kumar,1680221,"Alexandria, VA",NULL,NULL
9,9,1262264382,What a great idea. I wonder why such a system could not work in this country's pockets of dire poverty? ,1355179,1355179,<br\//>,comment,1509452725,1,False,False,,,1355179,,0,0,[],0,approved,0,1534863431,Stevie47,57116978,"West Valley City, Utah",NULL,NULL
