,index,approveDate,commentBody,commentID,commentSequence,commentTitle,commentType,createDate,depth,editorsSelection,isAnonymous,parentID,parentUserDisplayName,permID,picURL,recommendations,recommendedFlag,replies,replyCount,status,trusted,updateDate,userDisplayName,userID,userLocation,userTitle,userURL
0,0,1575495796,"""Who among us can climb out of the Twitter gutter?""

If you don't have a Twitter account, you can't fall into the gutter in the first place!",103965686,103965686,<br\//>,comment,1575479153,1,True,False,,,103965686,,43,0,[],0,approved,0,1582249988,MJ,1931421,Northern California,NULL,NULL
1,1,1575495793,"The only thing necessary for the triumph of evil is for good men to do nothing.
What would happen if EVERYONE said nothing?",103964781,103964781,<br\//>,comment,1575476967,1,False,False,,,103964781,,5,0,[],0,approved,0,1581968385,Chris,45091076,Minneapolis,NULL,NULL
2,2,1575495792,"I hate what has become  of my country, but to lament the loss of civility in a nation whose leaders once killed one another in duels,  lynched minorities and their supporters,  and murdered union organizers is a bit disingenuine.  I am afraid all we have lost is a thin veil.",103964929,103964929,<br\//>,comment,1575477357,1,False,False,,,103964929,,2,0,[],0,approved,0,1581968396,Pat,76112301,Roseville CA,NULL,NULL
3,3,1575495792,"I ditched “social” media long ago in part to escape this infantile cesspool.  If Kellyanne Conway appears on my TV, I change the channel or hit the mute button; there is nothing she could say that is worth listening to.",103965855,103965855,<br\//>,comment,1575479587,1,False,False,,,103965855,,9,0,[],0,approved,0,1581968407,gk,29436623,Santa Monica,NULL,NULL
4,4,1575495792,"""So I ask: Did Ms. Conway deserve the retweet from Mr. Conway or should he have let her have her ugly words and leave it at that?""

This question belongs not in the opinion section of a major news outlet, but under the hairdryers in a beauty salon, like burning questions of love and disloyalty on daytime soap operas.  The Twitterverse should be left to collapse upon itself by the crushing weight of its own irrelevance.",103966878,103966878,<br\//>,comment,1575482010,1,False,False,,,103966878,,7,0,[],0,approved,0,1581888041,161,12064281,Woodinville Wa,NULL,NULL
5,5,1575493723,"Am I the only one who noticed the continual eye contact, flirting and touching that went on between Ms Conway and Steve Bannon before he left the White House? I wonder if her husband did.",103965168,103965168,<br\//>,comment,1575477924,1,False,False,,,103965168,,1,0,[],0,approved,0,1575505124,C.  Pierson,67014339,Los Angeles,NULL,NULL
6,6,1575474884,"Is Kellyanne ""Anoynmous?"" I keep wondering if George and Kellyanne are really ""in this"" together.",103958217,103958217,<br\//>,comment,1575438396,1,False,False,,,103958217,,1,0,[],0,approved,0,1575511894,megan,73500174,"Bellevue, Washington",NULL,NULL
7,7,1575474884,"Thank goodness - someone else who has read Pogo!! If only Walt Kelly was still with us to satirize the current state of things, we might be able to get through it simply by reading his daily cartoon....go Pogo!! PS reading my numerous Pogo albums I realize how relevant the humour remains. Any chance of the NYT starting a rerun at some stage?",103958818,103958818,<br\//>,comment,1575449834,1,False,False,,,103958818,,2,0,[],0,approved,0,1575493973,Leon Joffe,75735667,Pretoria,NULL,NULL
8,8,1575474883,"Kellyanne? Anything for money, period.",103958291,103958291,<br\//>,comment,1575439486,1,False,False,,,103958291,,0,0,[],0,approved,0,1575474883,pointofdiscovery,59912643,The heartland,NULL,NULL
9,9,1575474883,"I am becoming quite dismayed by the  ""Let's see if I can get THIS published in the NYT Op-ed's."" Who is the ""we"" the writer is referencing? And...is George Conway and Kellyanne Conway really worthy of analyzing?

After almost 40 years of reading the NYT, I'm no longer sure who the audience is; must not me.",103958601,103958601,<br\//>,comment,1575444600,1,False,False,,,103958601,,2,0,[],0,approved,0,1581888114,Candlewick,71106007,Ubiquitous Drive,NULL,NULL
10,10,1575474883,"What is the plural of “anonymous?”

Because they are the authors.",103958969,103958969,<br\//>,comment,1575452910,1,False,False,,,103958969,,1,0,[],0,approved,0,1575475905,David G,2373247,Monroe NY,NULL,NULL
11,11,1575474883,"I guess I just don't get it.  Is there some 'rule' that twitterers not respond directly to each other?  She asks: ""we need Ukraine's help to defeat this guy?""  He answers: ""Your boss apparently thought so""....and everyone is in a huff?

Seriously, I don't get it.  He didn't insult her.  Actually, he didn't insult anybody.  He made a statement that aligns with the very real and painful situation we find ourselves in--an impeachment proceeding against a president who 'apparently' withheld aid to a foreign nation, Ukraine, to force that nation to do him a political favor.

I must be missing something.  This is 'behaving badly?'  We have a president who routinely accuses people of treason, a ploy straight out of every fascist's playbook, and we're worried about George and Kellyanne Conway's marriage?

We are in deep doo-doo in this country.  This is exactly what Trump wants.",103959203,103959203,<br\//>,comment,1575457173,1,False,False,,,103959203,,2,0,[],0,approved,0,1581765908,CF,67499157,Massachusetts,NULL,NULL
12,12,1575474883,"Yes, you really can stop being distracted by this Sideshow. Read a John Steinbeck novel instead.",103960081,103960081,<br\//>,comment,1575463525,1,False,False,,,103960081,,3,0,[],0,approved,0,1581888160,Glenn Gidaly,65618589,New Paltz,NULL,NULL
13,13,1575474883,"May be their public differences are a cover for the real Anonymous,  Kellyanne Conway. Sounds like fun.",103963549,103963549,<br\//>,comment,1575473878,1,False,False,,,103963549,,1,0,[],0,approved,0,1575511967,Linda,83814528,Anchorage,NULL,NULL
14,14,1575474294,"Neither of them are fine people whose words are remotely deserving of attention as public figures. I think many of us see them as dull, opportunistic, hacks who have been riding a wave for an improbably long time.",103958764,103958764,<br\//>,comment,1575448480,1,False,False,,,103958764,,6,0,[],0,approved,0,1581888189,Eric,77043700,Seattle,NULL,NULL
